Category,Committed,Jan demand,Location,Max,Min,Number of Records,On PO,Onhand,Product Name,SS,Sub- Category,Unit Cost,Unit Price,Concat,On Hand,Order 1,Order
Office Supplies,15,0,Texas,1,15,1,8,44,Lumber Crayons,1,Art,6.304,7.88,Lumber CrayonsTexas,8,7,-36
Office Supplies,13,31,Texas,33,13,1,6,36,Prang Dustless Chalk Sticks,2,Art,1.344,1.68,Prang Dustless Chalk SticksTexas,40,38,4
Office Supplies,15,37,Washington,39,10,1,8,49,Lumber Crayons,2,Art,6.304,7.88,Lumber CrayonsWashington,46,44,-3
Office Supplies,8,29,Washington,35,15,1,5,34,Prang Dustless Chalk Sticks,6,Art,1.344,1.68,Prang Dustless Chalk SticksWashington,38,32,4
Office Supplies,15,0,Alaska,9,16,1,9,48,Avery Heavy-Duty EZD  Binder With Locking Rings,9,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsAlaska,15,6,-33
Office Supplies,10,19,California,28,19,1,8,50,Avery Heavy-Duty EZD  Binder With Locking Rings,9,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsCalifornia,30,21,-20
Office Supplies,8,37,Colorado,41,10,1,7,31,Avery Heavy-Duty EZD  Binder With Locking Rings,4,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsColorado,42,38,11
Office Supplies,13,105,Florida,109,12,1,5,50,Avery Heavy-Duty EZD  Binder With Locking Rings,4,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsFlorida,117,113,67
Office Supplies,10,33,Georgia,38,14,1,9,50,Avery Heavy-Duty EZD  Binder With Locking Rings,5,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsGeorgia,39,34,-11
Office Supplies,10,0,Hawaii,4,14,1,7,33,Avery Heavy-Duty EZD  Binder With Locking Rings,4,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsHawaii,7,3,-26
Office Supplies,8,6,Kentucky,13,15,1,5,42,Avery Heavy-Duty EZD  Binder With Locking Rings,7,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsKentucky,16,9,-26
Office Supplies,14,30,Michigan,35,14,1,8,47,Avery Heavy-Duty EZD  Binder With Locking Rings,5,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsMichigan,41,36,-6
Office Supplies,10,0,Mississippi,9,15,1,10,48,Avery Heavy-Duty EZD  Binder With Locking Rings,9,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsMississippi,9,0,-39
Office Supplies,14,46,Nevada,55,15,1,8,44,Avery Heavy-Duty EZD  Binder With Locking Rings,9,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsNevada,61,52,17
Office Supplies,12,28,New Jersey,37,15,1,8,37,Avery Heavy-Duty EZD  Binder With Locking Rings,9,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsNew Jersey,41,32,4
Office Supplies,9,50,New Mexico,59,13,1,6,49,Avery Heavy-Duty EZD  Binder With Locking Rings,9,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsNew Mexico,62,53,13
Office Supplies,10,49,New York,52,13,1,7,34,Avery Heavy-Duty EZD  Binder With Locking Rings,3,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsNew York,55,52,21
Office Supplies,15,10,Texas,12,10,1,6,48,Avery Heavy-Duty EZD  Binder With Locking Rings,2,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsTexas,21,19,-27
Office Supplies,13,31,Washington,36,14,1,5,42,Avery Heavy-Duty EZD  Binder With Locking Rings,5,Binders,4.464,5.58,Avery Heavy-Duty EZD  Binder With Locking RingsWashington,44,39,2
Office Supplies,15,21,Alaska,24,20,1,10,25,Staples,3,Fasteners,1.9072,2.384,StaplesAlaska,29,26,4
Office Supplies,10,32,California,41,11,1,8,39,Staples,9,Fasteners,1.9072,2.384,StaplesCalifornia,43,34,4
Office Supplies,15,0,Colorado,6,20,1,8,31,Staples,6,Fasteners,1.9072,2.384,StaplesColorado,13,7,-18
Office Supplies,10,16,Florida,22,13,1,8,33,Staples,6,Fasteners,1.9072,2.384,StaplesFlorida,24,18,-9
Office Supplies,13,120,Georgia,130,16,1,5,25,Staples,10,Fasteners,1.9072,2.384,StaplesGeorgia,138,128,113
Office Supplies,11,1,Hawaii,7,14,1,6,36,Staples,6,Fasteners,1.9072,2.384,StaplesHawaii,12,6,-24
Office Supplies,14,3,Kentucky,8,19,1,10,44,Staples,5,Fasteners,1.9072,2.384,StaplesKentucky,12,7,-32
Office Supplies,11,26,Michigan,28,12,1,9,28,Staples,2,Fasteners,1.9072,2.384,StaplesMichigan,30,28,2
Office Supplies,15,27,Mississippi,28,16,1,5,22,Staples,1,Fasteners,1.9072,2.384,StaplesMississippi,38,37,16
Office Supplies,14,2,Nevada,6,12,1,10,32,Staples,4,Fasteners,1.9072,2.384,StaplesNevada,10,6,-22
Office Supplies,15,58,New Jersey,65,10,1,5,34,Staples,7,Fasteners,1.9072,2.384,StaplesNew Jersey,75,68,41
Office Supplies,12,53,New Mexico,58,13,1,5,30,Staples,5,Fasteners,1.9072,2.384,StaplesNew Mexico,65,60,35
Office Supplies,11,0,New York,2,10,1,7,26,Staples,2,Fasteners,1.9072,2.384,StaplesNew York,6,4,-20
Office Supplies,12,16,Texas,23,17,1,5,29,Staples,7,Fasteners,1.9072,2.384,StaplesTexas,30,23,1
Office Supplies,12,31,Washington,39,13,1,9,44,Staples,8,Fasteners,1.9072,2.384,StaplesWashington,42,34,-2
Office Supplies,15,58,Alaska,59,18,1,6,47,Avery 485,1,Labels,10.024,12.53,Avery 485Alaska,68,67,21
Office Supplies,9,64,California,73,15,1,5,27,Avery 485,9,Labels,10.024,12.53,Avery 485California,77,68,50
Office Supplies,10,73,Colorado,81,17,1,10,34,Avery 485,8,Labels,10.024,12.53,Avery 485Colorado,81,73,47
Office Supplies,15,0,Florida,8,12,1,9,41,Avery 485,8,Labels,10.024,12.53,Avery 485Florida,14,6,-27
Office Supplies,11,0,Georgia,5,16,1,6,39,Avery 485,5,Labels,10.024,12.53,Avery 485Georgia,10,5,-29
Office Supplies,12,13,Hawaii,14,11,1,5,44,Avery 485,1,Labels,10.024,12.53,Avery 485Hawaii,21,20,-23
Office Supplies,14,39,Kentucky,49,15,1,5,26,Avery 485,10,Labels,10.024,12.53,Avery 485Kentucky,58,48,32
Office Supplies,9,35,Michigan,45,17,1,8,35,Avery 485,10,Labels,10.024,12.53,Avery 485Michigan,46,36,11
Office Supplies,11,76,Mississippi,82,19,1,10,41,Avery 485,6,Labels,10.024,12.53,Avery 485Mississippi,83,77,42
Office Supplies,11,21,Nevada,31,10,1,7,32,Avery 485,10,Labels,10.024,12.53,Avery 485Nevada,35,25,3
Office Supplies,12,0,New Jersey,7,13,1,5,45,Avery 485,7,Labels,10.024,12.53,Avery 485New Jersey,14,7,-31
Office Supplies,8,0,New Mexico,6,10,1,10,38,Avery 485,6,Labels,10.024,12.53,Avery 485New Mexico,4,-2,-34
Office Supplies,9,63,New York,64,10,1,7,32,Avery 485,1,Labels,10.024,12.53,Avery 485New York,66,65,34
Office Supplies,15,0,Texas,8,17,1,9,37,Avery 485,8,Labels,10.024,12.53,Avery 485Texas,14,6,-23
Office Supplies,8,51,Washington,58,14,1,8,33,Avery 485,7,Labels,10.024,12.53,Avery 485Washington,58,51,25
Office Supplies,11,75,Alaska,78,18,1,6,23,Xerox 232,3,Paper,5.184,6.48,Xerox 232Alaska,83,80,60
Office Supplies,12,40,California,48,14,1,5,22,Xerox 232,8,Paper,5.184,6.48,Xerox 232California,55,47,33
Office Supplies,8,26,Colorado,27,17,1,7,50,Xerox 232,1,Paper,5.184,6.48,Xerox 232Colorado,28,27,-22
Office Supplies,10,28,Florida,33,16,1,5,41,Xerox 232,5,Paper,5.184,6.48,Xerox 232Florida,38,33,-3
Office Supplies,13,36,Georgia,38,12,1,6,22,Xerox 232,2,Paper,5.184,6.48,Xerox 232Georgia,45,43,23
Office Supplies,10,14,Hawaii,15,19,1,10,23,Xerox 232,1,Paper,5.184,6.48,Xerox 232Hawaii,15,14,-8
Office Supplies,15,71,Kentucky,81,15,1,10,30,Xerox 232,10,Paper,5.184,6.48,Xerox 232Kentucky,86,76,56
Office Supplies,13,0,Michigan,8,17,1,10,31,Xerox 232,8,Paper,5.184,6.48,Xerox 232Michigan,11,3,-20
Office Supplies,13,39,Mississippi,41,12,1,8,48,Xerox 232,2,Paper,5.184,6.48,Xerox 232Mississippi,46,44,-2
Office Supplies,13,39,Nevada,48,17,1,10,50,Xerox 232,9,Paper,5.184,6.48,Xerox 232Nevada,51,42,1
Office Supplies,15,48,New Jersey,50,19,1,7,29,Xerox 232,2,Paper,5.184,6.48,Xerox 232New Jersey,58,56,29
Office Supplies,8,3,New Mexico,8,19,1,9,47,Xerox 232,5,Paper,5.184,6.48,Xerox 232New Mexico,7,2,-40
Office Supplies,8,17,New York,22,19,1,6,37,Xerox 232,5,Paper,5.184,6.48,Xerox 232New York,24,19,-13
Office Supplies,14,9,Texas,11,14,1,10,27,Xerox 232,2,Paper,5.184,6.48,Xerox 232Texas,15,13,-12
Office Supplies,9,62,Washington,63,13,1,8,30,Xerox 232,1,Paper,5.184,6.48,Xerox 232Washington,64,63,34
Technology,13,40,Alaska,41,11,1,9,48,Logitech Wireless Gaming Headset G930,1,Accessories,20,25,Logitech Wireless Gaming Headset G930Alaska,45,44,-3
Technology,12,35,Alaska,38,17,1,8,27,Microsoft Arc Touch Mouse,3,Accessories,18,20,Microsoft Arc Touch MouseAlaska,42,39,15
Technology,10,66,California,74,10,1,9,28,Logitech Wireless Gaming Headset G930,8,Accessories,20,25,Logitech Wireless Gaming Headset G930California,75,67,47
Technology,11,42,California,43,14,1,5,47,Microsoft Arc Touch Mouse,1,Accessories,18,20,Microsoft Arc Touch MouseCalifornia,49,48,2
Technology,15,26,Colorado,36,11,1,9,32,Logitech Wireless Gaming Headset G930,10,Accessories,20,25,Logitech Wireless Gaming Headset G930Colorado,42,32,10
Technology,8,1,Colorado,2,16,1,9,38,Microsoft Arc Touch Mouse,1,Accessories,18,20,Microsoft Arc Touch MouseColorado,1,0,-37
Technology,15,0,Florida,8,11,1,10,39,Logitech Wireless Gaming Headset G930,8,Accessories,20,25,Logitech Wireless Gaming Headset G930Florida,13,5,-26
Technology,10,33,Florida,37,12,1,5,37,Microsoft Arc Touch Mouse,4,Accessories,18,20,Microsoft Arc Touch MouseFlorida,42,38,5
Technology,9,136,Georgia,138,20,1,5,21,Logitech Wireless Gaming Headset G930,2,Accessories,20,25,Logitech Wireless Gaming Headset G930Georgia,142,140,121
Technology,11,0,Georgia,7,11,1,7,39,Microsoft Arc Touch Mouse,7,Accessories,18,20,Microsoft Arc Touch MouseGeorgia,11,4,-28
Technology,15,36,Hawaii,44,20,1,7,42,Logitech Wireless Gaming Headset G930,8,Accessories,20,25,Logitech Wireless Gaming Headset G930Hawaii,52,44,10
Technology,15,27,Hawaii,37,15,1,5,34,Microsoft Arc Touch Mouse,10,Accessories,18,20,Microsoft Arc Touch MouseHawaii,47,37,13
Technology,14,66,Kentucky,71,18,1,10,25,Logitech Wireless Gaming Headset G930,5,Accessories,20,25,Logitech Wireless Gaming Headset G930Kentucky,75,70,50
Technology,14,64,Kentucky,66,14,1,6,23,Microsoft Arc Touch Mouse,2,Accessories,18,20,Microsoft Arc Touch MouseKentucky,74,72,51
Technology,15,44,Michigan,45,14,1,9,24,Logitech Wireless Gaming Headset G930,1,Accessories,20,25,Logitech Wireless Gaming Headset G930Michigan,51,50,27
Technology,14,24,Michigan,34,10,1,8,33,Microsoft Arc Touch Mouse,10,Accessories,18,20,Microsoft Arc Touch MouseMichigan,40,30,7
Technology,10,0,Mississippi,10,17,1,7,42,Logitech Wireless Gaming Headset G930,10,Accessories,20,25,Logitech Wireless Gaming Headset G930Mississippi,13,3,-29
Technology,13,28,Mississippi,30,15,1,10,40,Microsoft Arc Touch Mouse,2,Accessories,18,20,Microsoft Arc Touch MouseMississippi,33,31,-7
Technology,14,58,Nevada,63,16,1,6,29,Logitech Wireless Gaming Headset G930,5,Accessories,20,25,Logitech Wireless Gaming Headset G930Nevada,71,66,42
Technology,12,13,Nevada,20,12,1,7,27,Microsoft Arc Touch Mouse,7,Accessories,18,20,Microsoft Arc Touch MouseNevada,25,18,-2
Technology,8,0,New Jersey,8,12,1,10,27,Logitech Wireless Gaming Headset G930,8,Accessories,20,25,Logitech Wireless Gaming Headset G930New Jersey,6,-2,-21
Technology,8,37,New Jersey,42,16,1,6,48,Microsoft Arc Touch Mouse,5,Accessories,18,20,Microsoft Arc Touch MouseNew Jersey,44,39,-4
Technology,8,30,New Mexico,36,10,1,5,31,Logitech Wireless Gaming Headset G930,6,Accessories,20,25,Logitech Wireless Gaming Headset G930New Mexico,39,33,8
Technology,15,107,New Mexico,110,16,1,7,30,Microsoft Arc Touch Mouse,3,Accessories,18,20,Microsoft Arc Touch MouseNew Mexico,118,115,88
Technology,15,30,New York,33,16,1,10,38,Logitech Wireless Gaming Headset G930,3,Accessories,20,25,Logitech Wireless Gaming Headset G930New York,38,35,0
Technology,13,64,New York,73,20,1,5,21,Microsoft Arc Touch Mouse,9,Accessories,18,20,Microsoft Arc Touch MouseNew York,81,72,60
Technology,15,19,Texas,23,15,1,9,49,Logitech Wireless Gaming Headset G930,4,Accessories,20,25,Logitech Wireless Gaming Headset G930Texas,29,25,-20
Technology,9,4,Texas,11,16,1,5,40,Microsoft Arc Touch Mouse,7,Accessories,18,20,Microsoft Arc Touch MouseTexas,15,8,-25
Technology,11,8,Washington,17,11,1,7,39,Logitech Wireless Gaming Headset G930,9,Accessories,20,25,Logitech Wireless Gaming Headset G930Washington,21,12,-18
Technology,11,38,Washington,44,14,1,9,31,Microsoft Arc Touch Mouse,6,Accessories,18,20,Microsoft Arc Touch MouseWashington,46,40,15
Technology,11,22,Alaska,32,16,1,8,28,Canon PC940 Copier,10,Copiers,359.992,449.99,Canon PC940 CopierAlaska,35,25,7
Technology,13,12,California,18,15,1,8,45,Canon PC940 Copier,6,Copiers,359.992,449.99,Canon PC940 CopierCalifornia,23,17,-22
Technology,11,4,Colorado,8,10,1,9,40,Canon PC940 Copier,4,Copiers,359.992,449.99,Canon PC940 CopierColorado,10,6,-30
Technology,15,6,Florida,8,12,1,9,23,Canon PC940 Copier,2,Copiers,359.992,449.99,Canon PC940 CopierFlorida,14,12,-9
Technology,9,0,Georgia,2,17,1,5,32,Canon PC940 Copier,2,Copiers,359.992,449.99,Canon PC940 CopierGeorgia,6,4,-26
Technology,13,0,Hawaii,1,16,1,7,23,Canon PC940 Copier,1,Copiers,359.992,449.99,Canon PC940 CopierHawaii,7,6,-16
Technology,9,13,Kentucky,23,17,1,6,35,Canon PC940 Copier,10,Copiers,359.992,449.99,Canon PC940 CopierKentucky,26,16,-9
Technology,14,8,Michigan,13,12,1,7,22,Canon PC940 Copier,5,Copiers,359.992,449.99,Canon PC940 CopierMichigan,20,15,-2
Technology,13,76,Mississippi,80,13,1,10,44,Canon PC940 Copier,4,Copiers,359.992,449.99,Canon PC940 CopierMississippi,83,79,39
Technology,10,29,Nevada,36,12,1,8,44,Canon PC940 Copier,7,Copiers,359.992,449.99,Canon PC940 CopierNevada,38,31,-6
Technology,9,0,New Jersey,6,17,1,6,41,Canon PC940 Copier,6,Copiers,359.992,449.99,Canon PC940 CopierNew Jersey,9,3,-32
Technology,12,97,New Mexico,105,19,1,9,41,Canon PC940 Copier,8,Copiers,359.992,449.99,Canon PC940 CopierNew Mexico,108,100,67
Technology,10,0,New York,2,19,1,9,39,Canon PC940 Copier,2,Copiers,359.992,449.99,Canon PC940 CopierNew York,3,1,-36
Technology,14,25,Texas,27,18,1,9,50,Canon PC940 Copier,2,Copiers,359.992,449.99,Canon PC940 CopierTexas,32,30,-18
Technology,15,47,Washington,54,15,1,7,26,Canon PC940 Copier,7,Copiers,359.992,449.99,Canon PC940 CopierWashington,62,55,36
Technology,10,10,Alaska,15,19,1,10,40,Cisco SPA525G2 5-Line IP Phone,5,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneAlaska,15,10,-25
Technology,14,68,California,73,14,1,9,46,Cisco SPA525G2 5-Line IP Phone,5,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneCalifornia,78,73,32
Technology,8,16,Colorado,20,20,1,9,22,Cisco SPA525G2 5-Line IP Phone,4,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneColorado,19,15,-3
Technology,13,54,Florida,59,10,1,7,40,Cisco SPA525G2 5-Line IP Phone,5,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneFlorida,65,60,25
Technology,13,29,Georgia,31,12,1,10,29,Cisco SPA525G2 5-Line IP Phone,2,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneGeorgia,34,32,5
Technology,13,46,Hawaii,52,13,1,6,42,Cisco SPA525G2 5-Line IP Phone,6,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneHawaii,59,53,17
Technology,10,68,Kentucky,76,14,1,6,24,Cisco SPA525G2 5-Line IP Phone,8,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneKentucky,80,72,56
Technology,10,2,Michigan,10,17,1,7,24,Cisco SPA525G2 5-Line IP Phone,8,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneMichigan,13,5,-11
Technology,14,0,Mississippi,5,18,1,9,38,Cisco SPA525G2 5-Line IP Phone,5,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneMississippi,10,5,-28
Technology,9,81,Nevada,85,18,1,7,24,Cisco SPA525G2 5-Line IP Phone,4,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneNevada,87,83,63
Technology,12,0,New Jersey,10,19,1,9,49,Cisco SPA525G2 5-Line IP Phone,10,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneNew Jersey,13,3,-36
Technology,15,45,New Mexico,48,12,1,5,45,Cisco SPA525G2 5-Line IP Phone,3,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneNew Mexico,58,55,13
Technology,8,69,New York,72,13,1,5,29,Cisco SPA525G2 5-Line IP Phone,3,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneNew York,75,72,46
Technology,12,34,Texas,38,18,1,9,20,Cisco SPA525G2 5-Line IP Phone,4,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneTexas,41,37,21
Technology,8,38,Washington,46,16,1,9,27,Cisco SPA525G2 5-Line IP Phone,8,Machines,137.992,172.49,Cisco SPA525G2 5-Line IP PhoneWashington,45,37,18
Technology,8,0,Alaska,9,14,1,9,42,Panasonic Kx-TS550,9,Phones,29.4336,36.792,Panasonic Kx-TS550Alaska,8,-1,-34
Technology,8,25,California,31,12,1,5,49,Panasonic Kx-TS550,6,Phones,29.4336,36.792,Panasonic Kx-TS550California,34,28,-15
Technology,9,29,Colorado,34,13,1,9,21,Panasonic Kx-TS550,5,Phones,29.4336,36.792,Panasonic Kx-TS550Colorado,34,29,13
Technology,11,53,Florida,62,16,1,5,36,Panasonic Kx-TS550,9,Phones,29.4336,36.792,Panasonic Kx-TS550Florida,68,59,32
Technology,9,94,Georgia,96,18,1,5,21,Panasonic Kx-TS550,2,Phones,29.4336,36.792,Panasonic Kx-TS550Georgia,100,98,79
Technology,11,44,Hawaii,50,12,1,9,41,Panasonic Kx-TS550,6,Phones,29.4336,36.792,Panasonic Kx-TS550Hawaii,52,46,11
Technology,11,33,Kentucky,37,16,1,5,27,Panasonic Kx-TS550,4,Phones,29.4336,36.792,Panasonic Kx-TS550Kentucky,43,39,16
Technology,12,48,Michigan,53,18,1,5,40,Panasonic Kx-TS550,5,Phones,29.4336,36.792,Panasonic Kx-TS550Michigan,60,55,20
Technology,12,0,Mississippi,7,13,1,8,34,Panasonic Kx-TS550,7,Phones,29.4336,36.792,Panasonic Kx-TS550Mississippi,11,4,-23
Technology,15,44,Nevada,54,12,1,8,38,Panasonic Kx-TS550,10,Phones,29.4336,36.792,Panasonic Kx-TS550Nevada,61,51,23
Technology,10,0,New Jersey,10,12,1,5,34,Panasonic Kx-TS550,10,Phones,29.4336,36.792,Panasonic Kx-TS550New Jersey,15,5,-19
Technology,13,35,New Mexico,37,13,1,6,35,Panasonic Kx-TS550,2,Phones,29.4336,36.792,Panasonic Kx-TS550New Mexico,44,42,9
Technology,8,65,New York,73,14,1,5,30,Panasonic Kx-TS550,8,Phones,29.4336,36.792,Panasonic Kx-TS550New York,76,68,46
Technology,15,41,Texas,47,18,1,9,44,Panasonic Kx-TS550,6,Phones,29.4336,36.792,Panasonic Kx-TS550Texas,53,47,9
Technology,11,56,Washington,64,12,1,10,36,Panasonic Kx-TS550,8,Phones,29.4336,36.792,Panasonic Kx-TS550Washington,65,57,29
